2021-10-26T00:03:22,0xcb276935d8dcd73049f7e6b6fea52b3f1e7d48480579902235d49254ed8ef4aa,0.39,0x51c3b8e1309ef11a8db2a499e5f1893a36454dce,0xcdcbd44526006122306293e4e2ae7f2d7352363e

2021-10-25T19:00:53,0x89d538a0dae0829301dfd55b0b7eedaacd21c07b62b99a439545db81d1d74244,0.399,0xa496b117694823fedc9254f7ff0d723d015f24c4,0xf3fd84221fb1a9a2a8e42f22fa21cfa13074a1c6

2021-10-25T17:15:22,0x01c5091852a66089231cee64cf88a532963f3067e111436b2edd09b357316f91,0.389,0x9aa0cc788bc3b25b9efbb384d2bfac56be03edcd,0xb5532ceb62ab83e4a0f1281f5cb9a019b16e1c12

2021-10-24T16:14:58,0x4cfd2b83db1e24f50fe1729ddbd0e42cae593c79b3f559596e19162472c0640c,0.39,0x92fd2b261020ccb259069e602f08e1cf8782b684,0xb0ba1b1d613beb51fc339ed02b264df777afcf69

2021-10-24T09:35:10,0x9cb49682dfe465e936ea7f2c545741f93bec2876871b532e38386cf18c4d256f,0.4,0x62ed759378160d283ff9c01660b3f55ca1c33e77,0x945cb86d04c92f396578ebad009f56ed6f5a2ad7

2021-10-24T03:24:30,0x9d59425af082b4741dc9218f091f92be618ba6533209cfc158c616a9721963a3,0.395,0xa8a9f7f0cd2f129b2315cee1da7c474de791c08e,0xb190a2ad409387e20000e197bceb3dc7c21c1e4d

2021-10-23T05:59:28,0x0a1deb2f54fccaaafb5a4b98779e7106154ff022e92b6e42c6d3acf72e4171bf,0.44,0xf8c7572edfe207f043d6acb4cd80a0c53346a446,0xc64aa0781e6db99373245e93dd6419447bec8815

2021-10-22T21:50:02,0x7a0bee722d960f3a2f08753a9e933ef9b0002a38810cf52d61b2613a90c5dacb,0.39,0x51c3b8e1309ef11a8db2a499e5f1893a36454dce,0x2b62271a83743e52cd16f586fa67d2abaa63a1a6

2021-10-22T18:28:35,0x83d549e41c7adf539edf2a348e1157d3019c1bf29268fe0df165a4b015cffefe,0.384,0x51c3b8e1309ef11a8db2a499e5f1893a36454dce,0xdb09e6b0dbb25976d6b2f8093f29c44f460749d8

2021-10-22T15:50:17,0xa39e293ceaeb0e408c078e0900692133d6dbc48e1557ceb7d75f5c834db3fa2d,0.39,0x51c3b8e1309ef11a8db2a499e5f1893a36454dce,0x738c581921325e19fd701c983231a4c31c0a90a0

2021-10-22T15:49:23,0x41113b4e32d358a01decd5807530750becd0b2f509cf273c9f959fa25827f641,0.4,0x51c3b8e1309ef11a8db2a499e5f1893a36454dce,0xed690606f908361c26bd2b1ad4fa31ed201dca4c

2021-10-22T14:15:13,0xe41ee1f1b416249f45339c37d0c7283bfa6e7c01499491cb8d8a08c722ab4df6,0.42,0x51c3b8e1309ef11a8db2a499e5f1893a36454dce,0x23b00f713ec24a61a061f5fd8981f7f464720264

2021-10-22T12:14:09,0xba2cfb9954cf847380817a6aa86f5872472500c71ebda5740b16bed774b9f833,0.4,0x7196e387e6daff279c964559d3d64c0faf523b20,0x1a15d4dd8a84dbf8426347288154e083901a55f6

2021-10-22T08:41:08,0xc7aa336339133bbb697e8b49b2016ed03f724628c0b752902da0c24ec257b8cf,0.43,0x011ea68c15f4a8316da45c1e7844311cdd0ba149,0x679b3e6c39c07bac7d4d55b8b7e9a9aa40c94c8f

2021-10-22T07:06:52,0xd0356a014d129d71bd6f48549db9726a6eeb00c3780eff5b8eb6e05dda7b0b0f,0.43,0xcafebabe86cbb8534134d96f746dccefcfe3babe,0xf08cf21f82579493a4f20246aead68e7ce20a7e7

2021-10-22T00:24:00,0xc33079e6fa9fce2efa9a269e71c362ce9ee38acc747f449cccf9af0093ea43b6,0.4499,0x66696025db831fe684d251540c0bf1061ffdb719,0x9aa0cc788bc3b25b9efbb384d2bfac56be03edcd

2021-10-21T23:41:27,0x384a44f7ccff328d31963a16e5958ac572e53a4bf298ddd925211977381074bc,0.44,0xdb9c1abbae23c0e7c99c866d8b75eb634f69e0bf,0x760e7b42c920c2a0feb58ddd610c14a6bdd2ebea

2021-10-21T23:20:52,0x9d6e05f309754c754b11fb6d41bd5d179adfe127299984d209ed241f9b2489d7,0.425,0xc47d5091c0e9f2df522ac5a112e5d643ad677f13,0xff0f2decd8b5ef4a467510c353d1b56bfbfbf3c5

2021-10-21T20:56:23,0x9ddaef2e8093bc70a1fb51d8b2ce33528ca19ef0311ca473088b8f67d0446fb0,0.45,0x5e47758d70388f5b5989f6322682a86d2576b46f,0xd7e2efe8d644a5fb5ccf0ffeeb79378622eca227

2021-10-21T20:43:12,0x6d5d299e08700632fc1e2e1afa9849b3e9fe0dc4aadf7e559b0918bead0cc8b4,0.3101,0x42e250824bdf98f3e450784b0c1cdc3ac2f157e2,0x66696025db831fe684d251540c0bf1061ffdb719

2021-10-21T20:17:05,0x9bdca8c3a39056a41a17c6fb87dc1296aa800ff1444f0838dcc0db19c55dd01e,0.688,0xf1bf1c0ac768a90c8a09162ab5d975255855b1c1,0x6285b0727fdaf31cd1ba9fa8d5cddccb02fa5f6c

2021-10-21T20:11:55,0xc42cfe8664f592212ba6ae006e40af9f5722c4345b62a31f32a682d5f98c0ce6,0.677,0x81b55fbe66c5ffbb8468328e924af96a84438f14,0xcb1ec568f627e4766463fc3b751e8fd400afc6ca

2021-10-21T20:06:42,0x77957aa0e0c3b95d9f4bf0c2afc911caa0001e30996bfb6d34789207c7e81e33,0.63,0x8cd3bb4fbfdfee013af5ac9c46f0c22746b095af,0xade44991d931ca62e4b56f59a7a8e9160067f48a

2021-10-21T20:03:41,0x80788fb9bb8bbf4ba721a1ba2a63ef81547f05898b14f414d4f0ce56cf2f5ca8,0.5999,0x82cd2582c8eb5ff860db2879ac68af1d419998d7,0xa96da89fe68c057417b7ce6c5f74520f882c4d61

2021-10-21T20:02:24,0x98b814cf346c128527e118e2415474aaa73ed37cf57939ae390fc63014cef05c,0.575,0x1ce1009c436e047a7aeca6304fbc83236772ebb0,0xef15bd3f923245b24d64d6fbf57f036fe650c23a

2021-10-21T19:54:12,0xb94a78f3a10002db269b07c699bca472da56ee4f36733b836394b5335345f476,0.59,0x84bf008729f50c4d4f9ecbf1ab528c232dee1b57,0x051d7129a5579503ec9554290ee7b765814ab1d1

2021-10-21T19:53:01,0x9adc7f7f467c6bf5130681891597a4a07eae20ade3e80921cb174effc99795aa,0.59,0xdf70f7846251ffe0f1b40a40933632cfd5c6c450,0x8e05bd9fa3059ec69c15bc1a6f4d94f0ac26ce00

2021-10-21T19:52:21,0x06609cdc381b500173b0f0d63ba9cee19135d7fa53dc18795bed3aefd37fa461,0.64,0x3f87f66041876a74fe0b81b86529627217fa1d45,0xac86cd5c6b193cf301f86118bd392f9a38900af5

2021-10-21T19:49:37,0x1c7fbaf80197b266a165f9ad63460ca6cc01705c3b727fbd70c0e13ea0eaa11a,0.6,0x469b786bd2416eb6eb832741f2fd536f60a355d3,0xed034b287ea77a14970f1c0c8682a80a9468dbb3

2021-10-21T19:49:01,0x85db1dd3a27962ae10edef8f3d52bd7e49b01b03614040c05d80ea02357670f3,0.6,0xfd49ffbd075aaf57e7d7df2608d64ca494ffb6df,0xc9d42afc4f867c4c3f28e78ae50e65001998f5e9

2021-10-21T19:46:04,0xe93b6a8e1e6d31daea10734815656fe33759f34732f3fc33f522a6053a011029,0.5,0xa5e2bb97de3c62ca06f1a2293eb7e01c114e9a49,0x88004a0f6e7dfc2ef21c49b614eb0a3569e29525

2021-10-21T19:44:50,0x5be8c455c7a2eab2199d25e0e70412be413f1ebd0bada7d1993a413c86d627ff,0.51,0xcc3e42c55a9874cec685fb88c107dc77a50eed9b,0xfbb63846776982dacd4ba710501f93c3073040fc

